accuracy,precisionByLabel,recallByLabel,f1,confusion_matrix
0.5675243317792431,0.5157738111518958,0.6724172360182002,0.5233394470366998,"[[188570.  27473.  64393.]
 [143544.  44478.  68406.]
 [ 33492.   3866. 214664.]]"
