accuracy,precisionByLabel,recallByLabel,f1,confusion_matrix
0.6118742124971162,0.6128590100488864,0.5149802450469982,0.6013009923230033,"[[144419.  76195.  59822.]
 [ 75037. 121669.  59722.]
 [ 16192.  19219. 216611.]]"
