accuracy,precisionByLabel,recallByLabel,f1,confusion_matrix
0.5661870029383206,0.5167525732915313,0.5895106191787074,0.5589618706525783,"[[165320.  70618.  44498.]
 [117650.  95223.  43555.]
 [ 36951.  28957. 186114.]]"
